1008813151291625406,299170525,News,"""Horror-Hans"" lebte elf Wochen im Wald",Elisabeth Holzer,574,299193482
107419620275348217,299925086,News,Marihuana-Adventkalender findet in Kanada reißenden Absatz,,574,299848776
1097733435517860096,299799049,News,Höchste Vulkan-Warnstufe: Rund 550 österreichische Touristen auf Bali,Daniela Wahl,574,299799049
1097733435517860096,299799049,News,Höchste Vulkan-Warnstufe: Rund 550 österreichische Touristen auf Bali,Daniela Wahl,574,299777082
1104607771193343175,299861625,News,So gefährlich können Social Media sein,Helmut Brandstätter,574,299953030
